ttime,pm1,pm2,pm3,am,sm,st,lum
18-10-2022 04:41,1.67,2.23,45.26,0,6250,26.68,1
18-10-2022 04:58,2.23,2.23,45.26,0,6250,26.66,1
18-10-2022 05:15,0.55,2.23,45.82,0,6250,26.64,1
18-10-2022 05:32,1.11,2.23,45.82,0,6250,26.62,1
18-10-2022 05:49,1.67,2.23,45.82,0,6250,26.6,1
18-10-2022 06:06,0.55,1.67,45.26,0,6250,26.58,14
18-10-2022 06:23,1.11,1.67,45.26,0,6250,26.56,537
18-10-2022 06:40,1.67,1.67,45.26,0,6250,26.55,2687
18-10-2022 06:57,2.23,1.67,45.26,0,6250,26.53,8213
18-10-2022 07:14,0.55,2.23,45.82,0,6250,26.52,384
18-10-2022 07:31,1.11,2.23,45.82,0,6250,26.51,16950
18-10-2022 07:48,1.67,2.23,45.82,1.6,6250,26.49,14143
18-10-2022 08:05,0.55,1.67,45.26,0,6250,26.48,14535
18-10-2022 08:39,1.67,1.67,45.26,0,6250,26.44,4405
18-10-2022 08:56,2.23,1.67,45.26,1.6,6173,26.43,946
18-10-2022 09:13,0.55,2.23,45.82,1.6,6250,26.42,3917
18-10-2022 09:47,1.67,2.23,45.82,0,6173,26.4,384
18-10-2022 10:04,0.55,1.67,45.26,2.4,6250,26.39,6853
18-10-2022 10:21,1.11,1.67,45.26,0,6250,26.37,12059
18-10-2022 10:38,1.67,1.67,45.26,0,6173,26.36,5544
18-10-2022 10:55,2.23,1.67,45.26,0.8,6250,26.36,11853
18-10-2022 11:29,1.11,2.23,45.26,1.6,6250,26.37,9687
18-10-2022 11:46,1.67,2.23,45.26,0.8,6250,26.38,11854
18-10-2022 12:03,0.55,1.67,45.26,0.8,6250,26.4,12939
18-10-2022 12:20,1.11,1.67,45.26,1.6,6250,26.41,13186
18-10-2022 12:37,1.67,1.67,45.26,1.6,6250,26.43,12693
18-10-2022 12:54,2.23,1.67,45.26,3.2,6250,26.46,5748
18-10-2022 13:11,0.55,2.23,45.26,0,6250,26.49,12351
18-10-2022 13:28,1.11,2.23,45.26,4,6250,26.51,14692
18-10-2022 14:02,0.55,1.67,45.26,2.4,6250,26.57,12348
18-10-2022 14:19,1.11,1.67,45.26,1.6,6250,26.6,11095
18-10-2022 14:36,1.67,1.67,45.26,2.4,6250,26.62,12598
18-10-2022 15:10,0.55,2.23,45.26,2.4,6250,26.71,12267
18-10-2022 15:27,1.11,2.23,45.26,3.2,6250,26.74,10350
18-10-2022 15:44,1.67,2.23,45.26,4,6250,26.79,9279
18-10-2022 16:01,0.55,1.67,45.26,4.8,6250,26.83,9847
18-10-2022 16:18,1.11,1.67,45.26,4,6329,26.87,8169
18-10-2022 16:35,1.67,1.67,45.26,1.6,6329,26.92,6937
18-10-2022 16:52,2.23,1.67,45.26,0,6329,26.96,4369
18-10-2022 17:09,0.55,2.23,45.26,0.8,6329,27,3385
18-10-2022 17:26,1.11,2.23,45.26,0,6410,27.05,2596
18-10-2022 17:43,1.67,2.23,45.26,1.6,6329,27.08,729
18-10-2022 18:00,0.55,1.67,45.26,0.8,6329,27.12,360
18-10-2022 18:17,1.11,1.67,45.26,0,6329,27.15,16
18-10-2022 18:34,1.67,1.67,45.26,3.2,6329,27.18,1
18-10-2022 18:51,2.23,1.67,45.26,0,6329,27.21,1
18-10-2022 19:08,0.55,2.23,45.26,0.8,6329,27.23,1
18-10-2022 19:25,1.11,2.23,45.26,2.4,6329,27.26,1
18-10-2022 19:42,1.67,2.23,45.26,0,6329,27.27,1
18-10-2022 19:59,0.55,1.67,45.26,1.6,6329,27.28,1
18-10-2022 20:16,1.11,1.67,45.26,0,6329,27.3,1
18-10-2022 20:33,1.67,1.67,45.26,1.6,6329,27.3,1
18-10-2022 20:50,2.23,1.67,45.26,1.6,6329,27.31,1
18-10-2022 21:07,0.55,2.23,45.26,2.4,6329,27.31,1
18-10-2022 21:24,1.11,2.23,45.26,4,6410,27.31,1
18-10-2022 21:41,1.67,2.23,45.26,3.2,6329,27.31,1
18-10-2022 21:58,2.23,2.23,45.26,1.6,6329,27.3,1
18-10-2022 22:15,0.55,2.23,45.82,1.6,6329,27.29,1
18-10-2022 22:32,1.11,2.23,45.82,0,6329,27.28,1
18-10-2022 22:49,1.67,2.23,45.82,0,6410,27.27,1
18-10-2022 23:06,0.55,1.67,45.26,2.4,6329,27.26,1
18-10-2022 23:23,1.11,1.67,45.26,0,6410,27.25,1
18-10-2022 23:40,1.67,1.67,45.26,0,6329,27.23,1
18-10-2022 23:57,2.23,1.67,45.26,0,6329,27.21,1
19-10-2022 00:14,0.55,2.23,45.82,0.8,6329,27.19,1
19-10-2022 00:31,1.11,2.23,45.82,0,6250,27.18,1
19-10-2022 00:48,1.67,2.23,45.82,0,6250,27.16,1
19-10-2022 01:05,0.55,1.67,45.26,0.8,6410,27.14,1
19-10-2022 01:22,1.11,1.67,45.26,0,6329,27.12,1
19-10-2022 01:39,1.67,1.67,45.26,0,6250,27.1,1
19-10-2022 01:56,2.23,1.67,45.26,0,6250,27.08,1
19-10-2022 02:13,0.55,2.23,45.82,1.6,6250,27.06,1
19-10-2022 02:30,1.11,2.23,45.82,0.8,6250,27.05,1
19-10-2022 02:47,1.67,2.23,45.82,0,6250,27.02,1
19-10-2022 03:04,0.55,1.67,45.26,0,6250,27,1
19-10-2022 03:21,1.11,1.67,45.26,0,6250,26.99,1
19-10-2022 03:38,1.67,1.67,45.26,0,6250,26.96,1
19-10-2022 03:55,2.23,1.67,45.26,0,6250,26.94,1
19-10-2022 04:12,0.55,2.23,45.26,0,6250,26.93,1
19-10-2022 04:29,1.11,2.23,45.26,0,6250,26.9,1
19-10-2022 04:46,1.67,2.23,45.26,0,6250,26.88,1
19-10-2022 05:03,0.55,1.67,45.26,0,6250,26.87,1
19-10-2022 05:20,1.11,1.67,45.26,0.8,6250,26.85,1
19-10-2022 05:37,1.67,1.67,45.26,0,6250,26.82,1
19-10-2022 05:54,2.23,1.67,45.26,0,6250,26.81,1
19-10-2022 06:11,0.55,2.23,45.26,0,6250,26.79,23
19-10-2022 06:28,1.11,2.23,45.26,0,6250,26.76,300
19-10-2022 06:45,1.67,2.23,45.26,0,6250,26.74,1736
19-10-2022 07:02,0.55,1.67,45.26,0,6250,26.73,7915
19-10-2022 07:19,1.11,1.67,45.26,0,6250,26.72,435
19-10-2022 07:36,1.67,1.67,45.26,0.8,6250,26.71,384
19-10-2022 07:53,2.23,1.67,45.26,0.8,6098,26.7,384
19-10-2022 08:27,1.11,2.23,45.26,1.6,6098,26.67,384
19-10-2022 08:44,1.67,2.23,45.26,0,6173,26.66,384
19-10-2022 09:18,1.11,1.67,45.26,2.4,6173,26.62,384
19-10-2022 09:52,2.23,1.67,45.26,1.6,6173,26.6,16140
19-10-2022 10:09,0.55,2.23,45.26,2.4,6173,26.59,384
19-10-2022 10:26,1.11,2.23,45.26,0.8,6173,26.58,384
19-10-2022 10:43,1.67,2.23,45.26,4.8,6173,26.59,384
19-10-2022 11:00,0.55,1.67,45.26,1.6,6173,26.59,384
19-10-2022 11:17,1.11,1.67,45.26,1.6,6173,26.6,384
19-10-2022 11:34,1.67,1.67,45.26,3.2,6173,26.62,2991
19-10-2022 11:51,2.23,1.67,45.26,1.6,6173,26.63,4986
19-10-2022 12:08,0.55,2.23,45.26,0,6173,26.65,17131
19-10-2022 12:25,1.11,2.23,45.26,4,6173,26.68,5591
19-10-2022 12:42,1.67,2.23,45.26,3.2,6173,26.71,11515
19-10-2022 12:59,0.55,1.67,45.26,3.2,6173,26.74,9562
19-10-2022 13:16,1.11,1.67,45.26,1.6,6173,26.8,9242
19-10-2022 13:33,1.67,1.67,45.26,5.6,6173,26.84,10780
19-10-2022 14:07,0.55,2.23,45.26,3.2,6173,26.95,6474
19-10-2022 14:24,1.11,2.23,45.26,2.4,6173,27,5674
19-10-2022 14:41,1.67,2.23,45.26,4,6173,27.07,5724
19-10-2022 14:58,2.23,2.23,45.26,0.8,6250,27.13,6168
19-10-2022 15:15,0.55,2.23,45.82,0.8,6173,27.19,7607
19-10-2022 15:32,1.11,2.23,45.82,0,6173,27.26,8774
19-10-2022 15:49,1.67,2.23,45.82,2.4,6250,27.33,7214
19-10-2022 16:06,0.55,1.67,45.26,1.6,6250,27.39,4786
19-10-2022 16:23,1.11,1.67,45.26,0,6250,27.45,5323
19-10-2022 16:40,1.67,1.67,45.26,0,6250,27.51,5377
19-10-2022 16:57,2.23,1.67,45.26,1.6,6250,27.56,4541
19-10-2022 17:14,0.55,2.23,45.82,1.6,6250,27.61,4546
19-10-2022 17:31,1.11,2.23,45.82,0,6250,27.66,3529
19-10-2022 17:48,1.67,2.23,45.82,0,6250,27.71,1492
19-10-2022 18:05,0.55,1.67,45.26,1.6,6250,27.75,180
19-10-2022 18:22,1.11,1.67,45.26,0.8,6250,27.78,6
19-10-2022 18:39,1.67,1.67,45.26,0,6250,27.82,1
19-10-2022 18:56,2.23,1.67,45.26,2.4,6410,27.71,1
19-10-2022 19:13,0.55,2.23,45.82,4,6410,27.13,1
19-10-2022 19:30,1.11,2.23,45.82,8,6410,27.01,1
19-10-2022 19:47,1.67,2.23,45.82,2.4,6410,26.35,1
19-10-2022 20:04,0.55,1.67,45.26,1.6,6410,26.05,1
19-10-2022 20:21,1.11,1.67,45.26,1.6,6410,26.06,1
19-10-2022 20:38,1.67,1.67,45.26,2.4,6410,26.06,1
19-10-2022 20:55,2.23,1.67,45.26,0.8,6410,25.86,1
19-10-2022 21:12,0.55,2.23,45.26,0,6410,25.76,1
19-10-2022 21:29,1.11,2.23,45.26,0,6410,25.73,1
19-10-2022 21:46,1.67,2.23,45.26,0,6410,25.73,1
19-10-2022 22:03,0.55,1.67,45.26,0,6410,25.71,1
19-10-2022 22:20,1.11,1.67,45.26,0,6410,25.68,1
19-10-2022 22:37,1.67,1.67,45.26,0,6410,25.66,1
19-10-2022 22:54,2.23,1.67,45.26,0,6494,25.63,1
19-10-2022 23:11,0.55,2.23,45.26,0,6329,25.61,1
19-10-2022 23:28,1.11,2.23,45.26,0,6329,25.6,1
19-10-2022 23:45,1.67,2.23,45.26,0,6410,25.62,1
20-10-2022 00:02,0.55,1.67,45.26,0,6329,25.67,1
20-10-2022 00:19,1.11,1.67,45.26,0,6410,25.75,1
20-10-2022 00:36,1.67,1.67,45.26,0,6329,25.86,1
20-10-2022 00:53,2.23,1.67,45.26,0,6410,25.98,1
20-10-2022 01:10,0.55,2.23,45.26,0,6329,26.1,1
20-10-2022 01:27,1.11,2.23,45.26,0,6329,26.19,1
20-10-2022 01:44,1.67,2.23,45.26,0,6329,26.27,1
20-10-2022 02:01,0.55,1.67,45.26,0,6410,26.33,1
20-10-2022 02:18,1.11,1.67,45.26,0,6329,26.36,1
20-10-2022 02:35,1.67,1.67,45.26,0,6410,26.41,1
20-10-2022 02:52,2.23,1.67,45.26,0,6410,26.44,1
20-10-2022 03:09,0.55,2.23,45.26,0,6329,26.47,1
20-10-2022 03:26,1.11,2.23,45.26,0,6410,26.49,1
20-10-2022 03:43,1.67,2.23,45.26,0,6410,26.49,1
20-10-2022 04:00,0.55,1.67,45.26,0,6410,26.5,1
20-10-2022 04:17,1.11,1.67,45.26,0,6329,26.49,1
20-10-2022 04:34,1.67,1.67,45.26,0,6329,26.49,1
20-10-2022 04:51,2.23,1.67,45.26,0,6329,26.48,1
20-10-2022 05:08,0.55,2.23,45.26,0,6329,26.48,1
20-10-2022 05:25,1.11,2.23,45.26,0,6329,26.49,1
20-10-2022 05:42,1.67,2.23,45.26,0,6329,26.49,1
20-10-2022 05:59,0.55,1.67,45.26,0,6329,26.48,4
20-10-2022 06:16,1.11,1.67,45.26,0,6329,26.47,174
20-10-2022 06:33,1.67,1.67,45.26,0,6410,26.46,1278
20-10-2022 06:50,2.23,1.67,45.26,0,6329,26.45,3181
20-10-2022 07:07,0.55,2.23,45.26,0,6329,26.43,5814
20-10-2022 07:24,1.11,2.23,45.26,0,6329,26.43,7954
20-10-2022 07:41,1.67,2.23,45.26,0,6329,26.41,10626
20-10-2022 07:58,2.23,2.23,45.26,0,6329,26.4,7951
20-10-2022 08:15,0.55,2.23,45.82,0.8,6410,26.39,484
20-10-2022 08:32,1.11,2.23,45.82,0,6329,26.38,384
20-10-2022 08:49,1.67,2.23,45.82,2.4,6329,26.38,384
20-10-2022 09:06,0.55,1.67,45.26,4.8,6329,26.36,384
20-10-2022 09:23,1.11,1.67,45.26,2.4,6329,26.36,384
20-10-2022 09:40,1.67,1.67,45.26,4,6329,26.35,384
20-10-2022 09:57,2.23,1.67,45.26,2.4,6329,26.33,13965
20-10-2022 10:14,0.55,2.23,45.82,5.6,6329,26.32,384
20-10-2022 10:31,1.11,2.23,45.82,5.6,6329,26.31,6402
20-10-2022 10:48,1.67,2.23,45.82,2.4,6329,26.31,14344
20-10-2022 11:05,0.55,1.67,45.26,2.4,6329,26.31,12335
20-10-2022 11:22,1.11,1.67,45.26,3.2,6329,26.32,3718
20-10-2022 11:39,1.67,1.67,45.26,0.8,6329,26.33,2360
20-10-2022 11:56,2.23,1.67,45.26,2.4,6329,26.35,4642
20-10-2022 12:13,0.55,2.23,45.82,3.2,6410,26.36,11729
20-10-2022 12:30,1.11,2.23,45.82,0.8,6250,26.38,2461
20-10-2022 12:47,1.67,2.23,45.82,4.8,6329,26.4,14727
20-10-2022 13:04,0.55,1.67,45.26,4,6410,26.44,5578
20-10-2022 13:38,1.67,1.67,45.26,1.6,6329,26.49,13824
20-10-2022 14:12,0.55,2.23,45.26,2.4,6329,26.57,8669
20-10-2022 14:29,1.11,2.23,45.26,1.6,6410,26.61,7376
20-10-2022 14:46,1.67,2.23,45.26,1.6,6329,26.66,6406
20-10-2022 15:03,0.55,1.67,45.26,3.2,6329,26.7,5864
20-10-2022 15:20,1.11,1.67,45.26,4,6329,26.74,5785
20-10-2022 15:37,1.67,1.67,45.26,0,6329,26.79,5949
20-10-2022 15:55,2.23,1.67,45.26,0,6410,26.83,5677
20-10-2022 16:11,0.55,2.23,45.26,0,6329,26.87,6245
20-10-2022 16:28,1.11,2.23,45.26,0,6329,26.94,6929
20-10-2022 16:45,1.67,2.23,45.26,0.8,6329,26.98,7957
20-10-2022 17:02,0.55,1.67,45.26,4,6329,27.02,5795
20-10-2022 17:19,1.11,1.67,45.26,2.4,6410,27.06,3752
20-10-2022 17:36,1.67,1.67,45.26,3.2,6494,27.1,1960
20-10-2022 17:53,2.23,1.67,45.26,0,6410,27.13,328
20-10-2022 18:10,0.55,2.23,45.26,0,6410,27.18,15
20-10-2022 18:27,1.11,2.23,45.26,1.6,6494,27.2,1
20-10-2022 18:44,1.67,2.23,45.26,1.6,6410,27.24,1
20-10-2022 19:01,0.55,1.67,45.26,0,6410,27.26,1
20-10-2022 19:18,1.11,1.67,45.26,0,6410,27.29,1
20-10-2022 19:35,1.67,1.67,45.26,3.2,6579,27.12,1
20-10-2022 19:52,2.23,1.67,45.26,0,6579,26.91,1
20-10-2022 20:09,0.55,2.23,45.26,0,6494,26.85,1
20-10-2022 20:26,1.11,2.23,45.26,0,6579,26.81,1
20-10-2022 20:43,1.67,2.23,45.26,0,6494,26.75,1
20-10-2022 21:00,0.55,1.67,45.26,3.2,6494,26.73,1
20-10-2022 21:17,1.11,1.67,45.26,3.2,6579,26.8,1
20-10-2022 21:34,1.67,1.67,45.26,0,6579,26.63,1
20-10-2022 21:51,2.23,1.67,45.26,3.2,6494,26.53,1
20-10-2022 22:08,0.55,2.23,45.26,0,6494,26.48,1
20-10-2022 22:25,1.11,2.23,45.26,1.6,6494,26.41,1
20-10-2022 22:42,1.67,2.23,45.26,0,6579,26.36,1
20-10-2022 22:59,0.55,1.67,45.26,0,6579,26.31,1
20-10-2022 23:16,1.11,1.67,45.26,0,6494,26.27,1
20-10-2022 23:33,1.67,1.67,45.26,0,6494,26.34,1
20-10-2022 23:50,2.23,1.67,45.26,0,6494,26.39,1
21-10-2022 00:07,0.55,2.23,45.26,0.8,6410,26.48,1
21-10-2022 00:24,1.11,2.23,45.26,0,6410,26.53,1
21-10-2022 00:41,1.67,2.23,45.26,0,6410,26.6,1
21-10-2022 00:58,2.23,2.23,45.26,0,6494,26.63,1
21-10-2022 01:15,0.55,2.23,45.82,0,6410,26.66,1
21-10-2022 01:32,1.11,2.23,45.82,0,6410,26.68,1
21-10-2022 01:49,1.67,2.23,45.82,0.8,6494,26.7,1
21-10-2022 02:06,0.55,1.67,45.26,0,6410,26.71,1
21-10-2022 02:23,1.11,1.67,45.26,0,6494,26.72,1
21-10-2022 02:40,1.67,1.67,45.26,0,6410,26.72,1
21-10-2022 02:57,2.23,1.67,45.26,0,6410,26.72,1
21-10-2022 03:14,0.55,2.23,45.82,0,6494,26.71,1
21-10-2022 03:31,1.11,2.23,45.82,0,6410,26.7,1
21-10-2022 03:48,1.67,2.23,45.82,0,6410,26.69,1
21-10-2022 04:05,0.55,1.67,45.26,0,6410,26.68,1
21-10-2022 04:22,1.11,1.67,45.26,0,6410,26.68,1
21-10-2022 04:39,1.67,1.67,45.26,0,6410,26.66,1
21-10-2022 04:56,2.23,1.67,45.26,0,6410,26.65,1
21-10-2022 05:13,0.55,2.23,45.82,0,6410,26.63,1
21-10-2022 05:30,1.11,2.23,45.82,0,6410,26.62,1
21-10-2022 05:47,1.67,2.23,45.82,0,6410,26.61,1
21-10-2022 06:04,0.55,1.67,45.26,0,6410,26.59,9
21-10-2022 06:21,1.11,1.67,45.26,1.6,6494,26.57,361
21-10-2022 06:38,1.67,1.67,45.26,0.8,6410,26.56,2051
21-10-2022 06:55,2.23,1.67,45.26,0,6410,26.55,4662
21-10-2022 07:12,0.55,2.23,45.26,2.4,6410,26.53,6534
21-10-2022 07:29,1.11,2.23,45.26,0.8,6410,26.52,12110
21-10-2022 07:46,1.67,2.23,45.26,0,6410,26.5,6683
21-10-2022 08:03,0.55,1.67,45.26,2.4,6410,26.49,384
21-10-2022 08:20,1.11,1.67,45.26,4,6494,26.48,14509
21-10-2022 08:37,1.67,1.67,45.26,1.6,6410,26.47,489
21-10-2022 08:54,2.23,1.67,45.26,0,6329,26.46,384
21-10-2022 09:11,0.55,2.23,45.26,1.6,6329,26.44,8748
21-10-2022 09:28,1.11,2.23,45.26,8,6329,26.43,384
21-10-2022 09:45,1.67,2.23,45.26,1.6,6329,26.42,2948
21-10-2022 10:02,0.55,1.67,45.26,1.6,6329,26.42,384
21-10-2022 10:19,1.11,1.67,45.26,6.4,6329,26.41,8900
21-10-2022 10:54,2.23,1.67,45.26,4,6329,26.41,13874
21-10-2022 11:10,0.55,2.23,45.26,1.6,6410,26.41,10781
21-10-2022 11:27,1.11,2.23,45.26,4,6329,26.42,384
21-10-2022 11:44,1.67,2.23,45.26,4,6410,26.43,10688
21-10-2022 12:01,0.55,1.67,45.26,2.4,6329,26.43,15037
21-10-2022 12:18,1.11,1.67,45.26,4,6329,26.46,9419
21-10-2022 12:35,1.67,1.67,45.26,3.2,6329,26.49,3159
21-10-2022 12:52,2.23,1.67,45.26,0.8,6329,26.5,14105
21-10-2022 13:09,0.55,2.23,45.26,7.2,6410,26.55,9702
21-10-2022 13:26,1.11,2.23,45.26,4.8,6329,26.57,12259
21-10-2022 13:43,1.67,2.23,45.26,1.6,6329,26.6,7658
21-10-2022 14:00,0.55,1.67,45.26,2.4,6329,26.63,9407
21-10-2022 14:34,1.67,1.67,45.26,5.6,6329,26.73,7145
21-10-2022 14:51,2.23,1.67,45.26,6.4,6329,26.78,7358
21-10-2022 15:08,0.55,2.23,45.26,2.4,6329,26.82,5277
21-10-2022 15:25,1.11,2.23,45.26,1.6,6410,26.87,5855
21-10-2022 15:42,1.67,2.23,45.26,4,6410,26.93,9128
21-10-2022 15:59,0.55,1.67,45.26,1.6,6494,26.97,4795
21-10-2022 16:16,1.11,1.67,45.26,0,6410,27.01,5136
21-10-2022 16:33,1.67,1.67,45.26,0,6410,27.06,3709
21-10-2022 16:50,2.23,1.67,45.26,0,6410,27.12,3437
21-10-2022 17:07,0.55,2.23,45.26,0,6494,27.16,2762
21-10-2022 17:24,1.11,2.23,45.26,0,6494,27.2,1508
21-10-2022 17:41,1.67,2.23,45.26,0,6410,27.24,847
21-10-2022 17:58,2.23,2.23,45.26,0,6410,27.28,325
21-10-2022 18:15,0.55,2.23,45.82,0,6410,27.32,22
21-10-2022 18:32,1.11,2.23,45.82,0,6410,27.34,1
21-10-2022 18:49,1.67,2.23,45.82,0,6494,27.38,1
21-10-2022 19:06,0.55,1.67,45.26,0,6494,27.39,1
21-10-2022 19:23,1.11,1.67,45.26,0,6494,27.42,1
21-10-2022 19:40,1.67,1.67,45.26,0,6410,27.43,1
21-10-2022 19:57,2.23,1.67,45.26,0,6494,27.45,1
21-10-2022 20:14,0.55,2.23,45.82,0,6494,27.45,1
21-10-2022 20:31,1.11,2.23,45.82,0,6494,27.45,1
21-10-2022 20:48,1.67,2.23,45.82,0,6494,27.46,1
21-10-2022 21:05,0.55,1.67,45.26,0,6579,27.45,1
21-10-2022 21:22,1.11,1.67,45.26,0,6494,27.45,1
21-10-2022 21:39,1.67,1.67,45.26,0,6494,27.45,1
21-10-2022 21:56,2.23,1.67,45.26,0,6410,27.44,1
21-10-2022 22:13,0.55,2.23,45.82,0,6410,27.43,1
21-10-2022 22:30,1.11,2.23,45.82,0,6410,27.41,1
21-10-2022 22:47,1.67,2.23,45.82,0,6494,27.4,1
21-10-2022 23:04,0.55,1.67,45.26,0,6494,27.39,1
21-10-2022 23:21,1.11,1.67,45.26,0,6494,27.37,1
21-10-2022 23:38,1.67,1.67,45.26,0,6410,27.35,1
21-10-2022 23:55,2.23,1.67,45.26,0,6494,27.32,1
22-10-2022 00:12,0.55,2.23,45.26,0,6410,27.31,1
22-10-2022 00:29,1.11,2.23,45.26,0,6410,27.29,1
22-10-2022 00:46,1.67,2.23,45.26,0,6410,27.26,1
22-10-2022 01:03,0.55,1.67,45.26,0,6410,27.25,1
22-10-2022 01:20,1.11,1.67,45.26,0,6410,27.22,1
22-10-2022 01:37,1.67,1.67,45.26,0,6410,27.19,1
22-10-2022 01:54,2.23,1.67,45.26,0,6494,27.18,1
22-10-2022 02:11,0.55,2.23,45.26,0,6410,27.15,1
22-10-2022 02:28,1.11,2.23,45.26,0,6494,27.13,1
22-10-2022 02:45,1.67,2.23,45.26,0,6410,27.11,1
22-10-2022 03:02,0.55,1.67,45.26,0,6410,27.08,1
22-10-2022 03:19,1.11,1.67,45.26,0,6494,27.06,1
22-10-2022 03:36,1.67,1.67,45.26,3.2,6494,27.03,1
22-10-2022 03:53,2.23,1.67,45.26,6.4,6410,27,1
22-10-2022 04:10,0.55,2.23,45.26,2.4,6410,26.99,1
22-10-2022 04:27,1.11,2.23,45.26,1.6,6494,26.96,1
22-10-2022 04:44,1.67,2.23,45.26,2.4,6494,26.94,1
22-10-2022 05:01,0.55,1.67,45.26,3.2,6494,26.92,1
22-10-2022 05:18,1.11,1.67,45.26,0,6410,26.89,1
22-10-2022 05:35,1.67,1.67,45.26,2.4,6494,26.87,1
22-10-2022 05:52,2.23,1.67,45.26,4.8,6410,26.85,1
22-10-2022 06:09,0.55,2.23,45.26,2.4,6410,26.82,13
22-10-2022 06:26,1.11,2.23,45.26,0,6410,26.81,200
22-10-2022 06:43,1.67,2.23,45.26,0.8,6410,26.78,1256
22-10-2022 07:00,0.55,1.67,45.26,3.2,6410,26.76,1780
22-10-2022 07:17,1.11,1.67,45.26,4,6410,26.74,3822
22-10-2022 07:34,1.67,1.67,45.26,1.6,6410,26.72,6286
22-10-2022 07:51,2.23,1.67,45.26,2.4,6410,26.7,6501
22-10-2022 08:08,0.55,2.23,45.26,2.4,6329,26.69,479
22-10-2022 08:25,1.11,2.23,45.26,2.4,6329,26.68,384
22-10-2022 08:42,1.67,2.23,45.26,0,6329,26.66,384
22-10-2022 08:59,0.55,1.67,45.26,0.8,6329,26.65,384
22-10-2022 09:16,1.11,1.67,45.26,1.6,6329,26.63,384
22-10-2022 09:33,1.67,1.67,45.26,0.8,6329,26.62,384
22-10-2022 09:50,2.23,1.67,45.26,5.6,6329,26.61,445
22-10-2022 10:24,1.11,2.23,45.26,0,6329,26.58,384
22-10-2022 10:58,2.23,2.23,45.26,1.6,6329,26.57,899
22-10-2022 11:15,0.55,2.23,45.82,6.4,6329,26.57,469
22-10-2022 11:32,1.11,2.23,45.82,2.4,6329,26.57,1445
22-10-2022 11:49,1.67,2.23,45.82,2.4,6329,26.58,860
22-10-2022 12:06,0.55,1.67,45.26,2.4,6329,26.59,4670
22-10-2022 12:40,1.67,1.67,45.26,4.8,6329,26.62,13969
22-10-2022 12:57,2.23,1.67,45.26,2.4,6329,26.63,8551
22-10-2022 13:14,0.55,2.23,45.82,4,6494,26.66,14911
22-10-2022 13:31,1.11,2.23,45.82,1.6,6410,26.69,12194
22-10-2022 13:48,1.67,2.23,45.82,2.4,6410,26.73,9835
22-10-2022 14:05,0.55,1.67,45.26,1.6,6494,26.76,9712
22-10-2022 14:22,1.11,1.67,45.26,1.6,6410,26.8,11881
22-10-2022 14:39,1.67,1.67,45.26,1.6,6494,26.84,11710
22-10-2022 14:56,2.23,1.67,45.26,3.2,6410,26.88,14188
22-10-2022 15:13,0.55,2.23,45.82,3.2,6410,26.92,8402
22-10-2022 15:47,1.67,2.23,45.82,1.6,6410,26.98,7004
22-10-2022 16:04,0.55,1.67,45.26,0.8,6410,27.01,6295
22-10-2022 16:21,1.11,1.67,45.26,4,6410,27.05,5961
22-10-2022 16:38,1.67,1.67,45.26,1.6,6410,27.07,4491
22-10-2022 16:55,2.23,1.67,45.26,2.4,6494,27.09,3510
22-10-2022 17:12,0.55,2.23,45.26,0,6410,27.13,2445
22-10-2022 17:29,1.11,2.23,45.26,0,6494,27.14,1281
22-10-2022 17:46,1.67,2.23,45.26,4,6494,27.16,653
22-10-2022 18:03,0.55,1.67,45.26,0,6494,27.18,151
22-10-2022 18:20,1.11,1.67,45.26,0,6494,27.19,6
22-10-2022 18:37,1.67,1.67,45.26,0,6410,27.21,1
22-10-2022 18:54,2.23,1.67,45.26,0,6494,27.22,1
22-10-2022 19:11,0.55,2.23,45.26,0.8,6410,27.24,1
22-10-2022 19:28,1.11,2.23,45.26,0,6494,27.24,1
22-10-2022 19:45,1.67,2.23,45.26,0.8,6410,27.25,1
22-10-2022 20:02,0.55,1.67,45.26,0,6410,27.25,1
22-10-2022 20:19,1.11,1.67,45.26,0,6410,27.25,1
22-10-2022 20:36,1.67,1.67,45.26,0,6410,27.24,1
22-10-2022 20:53,2.23,1.67,45.26,0,6410,27.24,1
22-10-2022 21:10,0.55,2.23,45.26,0,6410,27.23,1
22-10-2022 21:27,1.11,2.23,45.26,0,6410,27.21,1
22-10-2022 21:44,1.67,2.23,45.26,0,6410,27.2,1
22-10-2022 22:01,0.55,1.67,45.26,1.6,6410,27.19,1
22-10-2022 22:18,1.11,1.67,45.26,0.8,6410,27.18,1
22-10-2022 22:35,1.67,1.67,45.26,1.6,6410,27.16,1
22-10-2022 22:52,2.23,1.67,45.26,0,6410,27.14,1
22-10-2022 23:09,0.55,2.23,45.26,4,6410,27.13,1
22-10-2022 23:26,1.11,2.23,45.26,0,6410,27.1,1
22-10-2022 23:43,1.67,2.23,45.26,1.6,6410,27.08,1
23-10-2022 00:00,0.55,1.67,45.26,0,6494,27.06,1
23-10-2022 00:17,1.11,1.67,45.26,0.8,6410,27.04,1
23-10-2022 00:34,1.67,1.67,45.26,0,6410,27.01,1
23-10-2022 00:51,2.23,1.67,45.26,0,6410,27,1
23-10-2022 01:08,0.55,2.23,45.26,0,6410,26.97,1
23-10-2022 01:25,1.11,2.23,45.26,0.8,6410,26.95,1
23-10-2022 01:42,1.67,2.23,45.26,0,6494,26.93,1
